rent,m2,location
15000元/月,150㎡,徐汇-徐家汇-兆丰帝景苑
2200元/月,26㎡,徐汇-漕河泾-华悦家园
5000元/月,42㎡,徐汇-万体馆-天钥新村
5500元/月,51㎡,徐汇-万体馆-龙山新村
3600元/月,35㎡,徐汇-徐汇滨江-滨江小区
10500元/月,89㎡,徐汇-田林-桂林新苑
52000元/月,398㎡,徐汇-徐家汇-徐汇中凯城市之光
40000元/月,200㎡,徐汇-龙华-云锦东方
6500元/月,55㎡,徐汇-衡山路-安福路公房
5300元/月,66㎡,徐汇-田林-田林七村
9800元/月,128㎡,徐汇-康健-百合花苑
4300元/月,49㎡,徐汇-龙华-周家湾小区
11000元/月,96㎡,徐汇-田林-万科华尔兹花园
5700元/月,100㎡,徐汇-漕河泾-诚达创意园商住楼
13500元/月,93㎡,徐汇-龙华-徐汇御景苑
5500元/月,53㎡,徐汇-康健-冠生园路237弄小区
3900元/月,33㎡,徐汇-斜土路-茶陵北路7弄小区
6000元/月,57㎡,徐汇-斜土路-泰莱大厦
13500元/月,120㎡,徐汇-徐家汇-阳光名苑
15000元/月,147㎡,徐汇-衡山路-东方巴黎
8800元/月,69㎡,徐汇-龙华-金龙花苑梅花园
7500元/月,71㎡,徐汇-龙华-民苑小区
25800元/月,194㎡,徐汇-龙华-御江廷
9900元/月,93㎡,徐汇-斜土路-徐汇新湖云庭
14500元/月,112㎡,徐汇-龙华-百汇园
13800元/月,100㎡,徐汇-衡山路-淮海中路1857弄小区
29000元/月,225㎡,徐汇-龙华-融创徐汇滨江壹号
12500元/月,109㎡,徐汇-徐家汇-永新花苑
4500元/月,54㎡,徐汇-康健-寿昌坊
6800元/月,55㎡,徐汇-龙华-金龙花苑牡丹园
14800元/月,115㎡,徐汇-徐家汇-亚都国际名园
30000元/月,282㎡,徐汇-龙华-百汇园三期
5900元/月,55㎡,徐汇-万体馆-天钥新村
14500元/月,161㎡,徐汇-龙华-尚海湾豪庭三期
13000元/月,135㎡,徐汇-龙华-尚海湾豪庭
22000元/月,182㎡,徐汇-衡山路-巴洛克宫廷
3100元/月,41㎡,徐汇-康健-古美小区
6500元/月,70㎡,徐汇-龙华-狮城花苑
18000元/月,127㎡,徐汇-衡山路-鸿艺豪苑
7500元/月,81㎡,徐汇-徐家汇-南天大楼
8000元/月,57㎡,徐汇-徐家汇-兆丰帝景苑
8000元/月,88㎡,徐汇-龙华-宜仕怡家
13500元/月,171㎡,徐汇-徐家汇-四季园
14500元/月,164㎡,徐汇-上海南站-海波金桂苑
19800元/月,154㎡,徐汇-徐家汇-虹桥乐庭
20000元/月,158㎡,徐汇-上海南站-龙华花园
13500元/月,157㎡,徐汇-徐家汇-新贵都万体景苑
7500元/月,66㎡,徐汇-徐家汇-裕德路45弄小区
10000元/月,105㎡,徐汇-徐家汇-创世纪花园
38000元/月,349㎡,徐汇-龙华-保利西岸
13500元/月,143㎡,徐汇-田林-爱建园
5200元/月,37㎡,徐汇-斜土路-日晖六村
7800元/月,78㎡,徐汇-康健-茶花园
5000元/月,28㎡,徐汇-龙华-宛南六村
39800元/月,311㎡,徐汇-衡山路-上海天玺
30000元/月,120㎡,徐汇-衡山路-高安路6弄小区
5980元/月,50㎡,徐汇-衡山路-安福路洋房
5500元/月,48㎡,徐汇-徐家汇-科汇公寓
30000元/月,308㎡,徐汇-植物园-天然居
4600元/月,31㎡,徐汇-龙华-宛南五村
9700元/月,105㎡,徐汇-徐汇滨江-中海瀛台一期
7000元/月,45㎡,徐汇-万体馆-龙山新村
80000元/月,400㎡,徐汇-建国西路-太原路洋房
25000元/月,227㎡,徐汇-龙华-尚海湾豪庭二期
29800元/月,170㎡,徐汇-徐家汇-永新城
22000元/月,174㎡,徐汇-徐家汇-永新花苑
19500元/月,186㎡,徐汇-上海南站-幽澜苑
19000元/月,167㎡,徐汇-徐汇滨江-中海瀛台二期
8000元/月,71㎡,徐汇-徐家汇-虹桥路400弄小区
15800元/月,162㎡,徐汇-华泾-印象欧洲
16000元/月,128㎡,徐汇-衡山路-鸿艺豪苑
7000元/月,71㎡,徐汇-田林-宜山路701弄小区
18500元/月,153㎡,徐汇-植物园-天然居
23000元/月,103㎡,徐汇-龙华-御江廷
8200元/月,90㎡,徐汇-徐家汇-汇翠花园
27000元/月,143㎡,徐汇-衡山路-徐汇一品苑
15000元/月,132㎡,徐汇-徐家汇-莱诗邸
13500元/月,160㎡,徐汇-长桥-汇成南街里
7500元/月,94㎡,徐汇-康健-寿益坊
21000元/月,175㎡,徐汇-建国西路-太原邸
23000元/月,121㎡,徐汇-衡山路-嘉丽苑
6000元/月,55㎡,徐汇-徐家汇-天平小区
23000元/月,190㎡,徐汇-徐家汇-汇宁花园
11500元/月,102㎡,徐汇-徐家汇-徐虹华庭
13000元/月,145㎡,徐汇-徐家汇-四季园
10000元/月,136㎡,徐汇-康健-中星虹漕公寓
11500元/月,126㎡,徐汇-长桥-汇成南街里
5600元/月,48㎡,徐汇-徐家汇-徐虹公寓
15800元/月,101㎡,徐汇-田林-鑫耀中城
6800元/月,54㎡,徐汇-斜土路-上影新村
7800元/月,71㎡,徐汇-万体馆-北海大厦公寓
8000元/月,73㎡,徐汇-徐家汇-虹桥路400弄小区
6800元/月,76㎡,徐汇-康健-紫薇园(徐汇)
5600元/月,50㎡,徐汇-龙华-漕溪二村
4800元/月,44㎡,徐汇-斜土路-日晖二村
40000元/月,310㎡,徐汇-植物园-天然居
55000元/月,238㎡,徐汇-龙华-云锦东方
5800元/月,48㎡,徐汇-龙华-宛南六村
15000元/月,106㎡,徐汇-漕河泾-玖珑庭
14500元/月,140㎡,徐汇-上海南站-协合紫薇园
18000元/月,177㎡,徐汇-徐汇滨江-中海瀛台二期
16800元/月,156㎡,徐汇-徐家汇-莱诗邸
17000元/月,166㎡,徐汇-徐汇滨江-中海瀛台二期
3700元/月,44㎡,徐汇-康健-寿昌坊
7000元/月,69㎡,徐汇-龙华-汇龙花苑
25550元/月,185㎡,徐汇-衡山路-汇贤居
17300元/月,185㎡,徐汇-华泾-徐汇臻园
7000元/月,115㎡,徐汇-龙华-徐汇临江豪园
12000元/月,110㎡,徐汇-徐家汇-汇翠花园
5000元/月,63㎡,徐汇-田林-田林十四村高层
26500元/月,177㎡,徐汇-龙华-百汇园
16000元/月,102㎡,徐汇-徐家汇-莱诗邸
13800元/月,155㎡,徐汇-徐家汇-徐家汇花园
8000元/月,84㎡,徐汇-徐家汇-徐家汇花园
9800元/月,88㎡,徐汇-徐汇滨江-中海瀛台二期
16000元/月,122㎡,徐汇-龙华-徐汇苑
45000元/月,287㎡,徐汇-龙华-云锦东方
17500元/月,185㎡,徐汇-华泾-徐汇臻园
8500元/月,110㎡,徐汇-徐家汇-金轩公寓
13800元/月,135㎡,徐汇-华东理工-阳光新景
16000元/月,167㎡,徐汇-建国西路-汇景苑
35000元/月,202㎡,徐汇-龙华-中信君廷名邸
8000元/月,75㎡,徐汇-龙华-华龙新苑
4900元/月,62㎡,徐汇-康健-健安坊
9800元/月,125㎡,徐汇-斜土路-百乐公寓(徐汇)
55000元/月,334㎡,徐汇-徐家汇-徐汇中凯城市之光
11000元/月,126㎡,徐汇-长桥-汇成南街里
10900元/月,115㎡,徐汇-徐家汇-天际花园
30000元/月,280㎡,徐汇-衡山路-金苑
24000元/月,184㎡,徐汇-徐家汇-东方曼哈顿世纪豪庭
5500元/月,47㎡,徐汇-徐家汇-上影公寓
9500元/月,94㎡,徐汇-徐家汇-红旗教师公寓
10200元/月,105㎡,徐汇-斜土路-天合雅园
15000元/月,105㎡,徐汇-漕河泾-玖珑庭
30000元/月,287㎡,徐汇-徐家汇-汇宁花园
13000元/月,147㎡,徐汇-徐家汇-恒安阁
5800元/月,48㎡,徐汇-龙华-宛南六村
17500元/月,175㎡,徐汇-徐家汇-莱诗邸
4000元/月,34㎡,徐汇-龙华-宛南一村
5000元/月,39㎡,徐汇-斜土路-上影小区
16500元/月,157㎡,徐汇-徐家汇-兆丰帝景苑
8888元/月,97㎡,徐汇-康健-师大新村
17000元/月,139㎡,徐汇-康健-漕河景苑
7800元/月,71㎡,徐汇-万体馆-北海大厦公寓
11300元/月,116㎡,徐汇-斜土路-衡园
5150元/月,38㎡,徐汇-万体馆-龙山新村
5500元/月,82㎡,徐汇-徐汇滨江-龙南四村
16000元/月,104㎡,徐汇-漕河泾-玖珑庭
15500元/月,95㎡,徐汇-康健-汇樾庭
12000元/月,102㎡,徐汇-徐家汇-恒昌花园
13500元/月,171㎡,徐汇-徐家汇-四季园
1580元/月,32㎡,徐汇-徐家汇-东安二村
4500元/月,32㎡,徐汇-龙华-宛南五村
7500元/月,71㎡,徐汇-徐家汇-泰东新村
3500元/月,51㎡,徐汇-漕河泾-欣嘉苑
7200元/月,51㎡,徐汇-徐家汇-王家堂小区
85000元/月,512㎡,徐汇-龙华-云锦东方
10300元/月,97㎡,徐汇-龙华-海珀旭晖
9500元/月,128㎡,徐汇-衡山路-嘉丽苑
13300元/月,126㎡,徐汇-长桥-书香逸居
15800元/月,138㎡,徐汇-徐家汇-阳光名邸
17500元/月,150㎡,徐汇-徐家汇-东方曼哈顿世纪豪庭
14000元/月,109㎡,徐汇-徐家汇-兆丰帝景苑首玺
53000元/月,269㎡,徐汇-龙华-云锦东方
20000元/月,166㎡,徐汇-龙华-尚海湾豪庭
40000元/月,196㎡,徐汇-衡山路-芝大厦
3100元/月,41㎡,徐汇-康健-古美小区
38000元/月,207㎡,徐汇-建国西路-明园世纪城
5300元/月,59㎡,徐汇-田林-田林七村
8500元/月,110㎡,徐汇-徐家汇-金轩公寓
30000元/月,184㎡,徐汇-龙华-中信君廷名邸
11500元/月,62㎡,徐汇-斜土路-远雄徐汇园
35000元/月,189㎡,徐汇-龙华-融创徐汇滨江壹号
3800元/月,48㎡,徐汇-田林-田林路89弄
4500元/月,40㎡,徐汇-徐家汇-泰东新村
26000元/月,263㎡,徐汇-龙华-中信君廷名邸
12000元/月,85㎡,徐汇-徐家汇-徐家汇花园
3300元/月,49㎡,徐汇-田林-冶金小区
39000元/月,226㎡,徐汇-龙华-百汇园三期
6500元/月,47㎡,徐汇-龙华-金龙花苑玫瑰园
19800元/月,154㎡,徐汇-徐家汇-虹桥乐庭
4500元/月,39㎡,徐汇-斜土路-日晖六村
4200元/月,42㎡,徐汇-龙华-丰三小区
16000元/月,156㎡,徐汇-徐汇滨江-中海瀛台一期
18000元/月,155㎡,徐汇-植物园-天然居
13000元/月,110㎡,徐汇-建国西路-梧桐花园
12500元/月,100㎡,徐汇-斜土路-新湖云庭
29000元/月,225㎡,徐汇-龙华-融创徐汇滨江壹号
21000元/月,389㎡,徐汇-龙华-保利西岸
4800元/月,39㎡,徐汇-斜土路-大木桥路450弄小区
6400元/月,70㎡,徐汇-康健-桂莘小区
4300元/月,54㎡,徐汇-田林-钦州花苑
4900元/月,47㎡,徐汇-田林-田林新苑
55000元/月,320㎡,徐汇-衡山路-上海天玺
4600元/月,45㎡,徐汇-田林-宜山路701弄小区
4200元/月,33㎡,徐汇-徐家汇-斜土路2200弄公房
